"","Title","Revenue","logRev","N_Theaters","logThea","Release_Date","Inception","No_Article","Views60","Users60","Rigor60","Edits60","Views50","Users50","Rigor50","Edits50","Views40","Users40","Rigor40","Edits40","Views30","Users30","Rigor30","Edits30","Views20","Users20","Rigor20","Edits20","Views10","Users10","Rigor10","Edits10","lV60","lU60","lR60","lE60","ldV50","ldU50","ldR50","ldE50","ldV40","ldU40","ldR40","ldE40","ldV30","ldU30","ldR30","ldE30","ldV20","ldU20","ldR20","ldE20","ldV10","ldU10","ldR10","ldE10","Wide_Release","is_sequel","is_3D_or_IMAX","Fri_Sat","in_Summer","Federal_Holiday","N_Other_Rel"
"1","127 Hours",264851,12.4869226826877,4,1.38629436111989,2010-11-05,340,0,212378,48,52,68,257832,60,69,86,301779,73,81,100,326587,77,89,117,385538,100,107,138,428661,111,126,164,12.2661276934055,3.89182029811063,3.97029191355212,4.23410650459726,10.724478104556,2.56494935746154,2.89037175789616,2.94443897916644,10.6907623958208,2.63905732961526,2.56494935746154,2.70805020110221,10.1189617695454,1.6094379124341,2.19722457733622,2.89037175789616,10.9844788324468,3.17805383034795,2.94443897916644,3.09104245335832,10.671834965659,2.484906649788,2.99573227355399,3.29583686600433,0,0,0,1,0,0,9
"2","2012 Time for Change",9009,9.10597935665144,1,0,2010-04-09,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,1,1,8,539,2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.93753620508243,0.693147180559945,0.693147180559945,2.19722457733622,5.08759633523238,0.693147180559945,0.693147180559945,0.693147180559945,0,0,0,1,0,0,6
"3","44 Inch Chest",4185,8.33926198292358,1,0,2010-01-15,510,0,76673,18,19,27,78059,18,19,27,81128,22,22,32,83258,22,22,32,86551,22,23,34,90287,25,27,43,11.2473179468368,2.94443897916644,2.99573227355399,3.3322045101752,7.23489842031483,0,0,0,8.02943284058124,1.6094379124341,1.38629436111989,1.79175946922805,7.66434663209862,0,0,0,8.09985791073758,0,0.693147180559945,1.09861228866811,8.22603842948548,1.38629436111989,1.6094379124341,2.30258509299405,0,0,0,1,0,0,4
"4","45365",107,4.67282883446191,1,0,2010-02-26,-9,1,249,0,0,0,256,0,0,0,265,0,0,0,274,0,0,0,283,0,0,0,298,0,0,0,5.52146091786225,0,0,0,2.07944154167984,0,0,0,2.30258509299405,0,0,0,2.30258509299405,0,0,0,2.30258509299405,0,0,0,2.77258872223978,0,0,0,0,0,0,1,0,0,5
"5","71 Into the Fire",77161,11.2536494270186,20,2.99573227355399,2010-07-30,62,0,258,2,2,4,1577,3,3,5,2419,3,3,5,3757,4,4,6,4836,5,5,7,5990,5,5,7,5.55682806169954,1.09861228866811,1.09861228866811,1.6094379124341,7.18538701558042,0.693147180559945,0.693147180559945,0.693147180559945,6.73696695800186,0,0,0,7.19967834569117,0.693147180559945,0.693147180559945,0.693147180559945,6.98471632011827,0.693147180559945,0.693147180559945,0.693147180559945,7.05185562295589,0,0,0,0,0,0,1,1,0,7
"6","8 The Mormon Proposition",42566,10.6588110915227,16,2.77258872223978,2010-06-18,51,0,3,0,0,0,168,4,4,5,1237,7,9,29,2058,7,9,29,2863,8,10,31,3813,13,13,39,1.38629436111989,0,0,0,5.11198778835654,1.6094379124341,1.6094379124341,1.79175946922805,6.97541392745595,1.38629436111989,1.79175946922805,3.2188758248682,6.71174039505618,0,0,0,6.69208374250663,0.693147180559945,0.693147180559945,1.09861228866811,6.85751406254539,1.79175946922805,1.38629436111989,2.19722457733622,0,0,0,1,1,0,4
"7","A Film Unfinished",34060,10.4358789542167,4,1.38629436111989,2010-08-18,14,0,15,0,0,0,20,0,0,0,33,0,0,0,36,0,0,0,36,0,0,0,243,2,2,8,2.77258872223978,0,0,0,1.79175946922805,0,0,0,2.63905732961526,0,0,0,1.38629436111989,0,0,0,0,0,0,0,5.33753807970132,1.09861228866811,1.09861228866811,2.19722457733622,0,0,0,0,1,0,1
"8","After.Life",59946,11.0011994359611,41,3.71357206670431,2010-04-09,526,0,215295,27,33,47,217905,28,34,48,220777,28,36,55,227549,30,41,61,232118,30,41,61,236209,30,43,67,12.2797691044525,3.3322045101752,3.52636052461616,3.87120101090789,7.86748856869913,0.693147180559945,0.693147180559945,0.693147180559945,7.96311205897929,0,1.09861228866811,2.07944154167984,8.8206993992149,1.09861228866811,1.79175946922805,1.94591014905531,8.42726848388825,0,0,0,8.31678912707152,0,1.09861228866811,1.94591014905531,0,0,0,1,0,0,6
"9","Aftershock",19329,9.86936183780675,25,3.2188758248682,2010-10-29,114,0,20477,20,22,32,23983,26,25,35,28343,26,25,35,33575,25,26,36,37409,28,29,39,41312,26,30,40,9.92710641813476,3.04452243772342,3.13549421592915,3.49650756146648,8.16251625014018,1.94591014905531,1.38629436111989,1.38629436111989,8.38045666784277,0,0,0,8.56274000637221,0,0.693147180559945,0.693147180559945,8.25192471380136,1.38629436111989,1.38629436111989,1.38629436111989,8.26975694753298,0,0.693147180559945,0.693147180559945,0,0,0,1,0,0,4
"10","Alice in Wonderland",116101023,18.5699712579988,3728,8.22362717580548,2010-03-05,826,0,3649995,506,795,1069,3774462,535,838,1120,3891534,573,915,1225,4040563,598,956,1271,4217127,656,1039,1382,4501189,711,1117,1486,15.1102366296677,6.22851100359118,6.67959918584438,6.97541392745595,11.7318039337371,3.40119738166216,3.78418963391826,3.95124371858143,11.6705529508394,3.66356164612965,4.35670882668959,4.66343909411207,11.9119029069428,3.25809653802148,3.73766961828337,3.85014760171006,12.0814443595147,4.07753744390572,4.43081679884331,4.71849887129509,12.5569513235284,4.02535169073515,4.36944785246702,4.65396035015752,1,0,1,1,0,0,2
"11","All About Evil",5070,8.53109609658523,1,0,2010-07-09,30,0,1915,0,0,0,1970,0,0,0,2024,0,0,0,2124,1,1,7,2675,2,2,8,3353,2,2,8,7.55799495853081,0,0,0,4.02535169073515,0,0,0,4.00733318523247,0,0,0,4.61512051684126,0.693147180559945,0.693147180559945,2.07944154167984,6.31354804627709,0.693147180559945,0.693147180559945,0.693147180559945,6.5206211275587,0,0,0,0,0,0,1,1,0,4
"12","All Good Things",37172,10.5233110686772,2,0.693147180559945,2010-12-03,902,0,222860,83,85,175,230741,83,90,182,254341,92,99,196,265721,102,104,202,284769,104,106,204,309065,104,107,205,12.3143035377129,4.43081679884331,4.45434729625351,5.17048399503815,8.97233695775495,0,1.79175946922805,2.07944154167984,10.0690443629974,2.30258509299405,2.30258509299405,2.70805020110221,9.33970057728189,2.39789527279837,1.79175946922805,1.94591014905531,9.8547698857387,1.09861228866811,1.09861228866811,1.09861228866811,10.0981081649171,0,0.693147180559945,0.693147180559945,0,0,0,1,0,0,5
"13","Alpha and Omega",9106906,16.0245435847661,2625,7.87283617502572,2010-09-17,512,0,278178,105,140,203,293081,132,162,231,309996,123,165,238,327933,143,175,253,352386,141,184,264,383129,150,203,304,12.5360200703599,4.66343909411207,4.94875989037817,5.31811999384422,9.60938491228142,3.3322045101752,3.13549421592915,3.36729582998647,9.73601519859238,0,1.38629436111989,2.07944154167984,9.79467664667795,3.04452243772342,2.39789527279837,2.77258872223978,10.1045490807041,0,2.30258509299405,2.484906649788,10.3334501322447,2.30258509299405,2.99573227355399,3.71357206670431,1,0,1,1,0,0,6
"14","And Everything Is Going Fine",7035,8.85865296954849,1,0,2010-12-10,269,0,23597,5,6,11,24688,5,6,11,25767,8,9,17,26864,8,9,17,28089,8,9,17,29446,8,10,18,10.0689172416599,1.79175946922805,1.94591014905531,2.484906649788,6.99576615630485,0,0,0,6.98471632011827,1.38629436111989,1.38629436111989,1.94591014905531,7.00124562206948,0,0,0,7.11151211649616,0,0,0,7.21376830811864,0,0.693147180559945,0.693147180559945,0,0,0,1,0,0,6
"15","A Nightmare on Elm Street",32902299,17.3090530917137,3332,8.11132800328673,2010-04-30,635,0,1215517,247,503,729,1282739,267,518,752,1334320,271,537,775,1388175,275,558,800,1477538,293,586,832,1593887,320,633,890,14.0106808813494,5.51342874616498,6.22257626807137,6.59304453414244,11.1157707298578,3.04452243772342,2.77258872223978,3.17805383034795,10.8509280534025,1.6094379124341,2.99573227355399,3.17805383034795,10.8940690969905,1.6094379124341,3.09104245335832,3.25809653802148,11.4004731954986,2.94443897916644,3.36729582998647,3.49650756146648,11.6643581687304,3.3322045101752,3.87120101090789,4.07753744390572,1,0,0,1,0,0,4
"16","Animal Kingdom",61968,11.0343734017545,7,1.94591014905531,2010-08-13,170,0,19585,21,21,40,22933,22,22,41,26021,25,26,49,27735,31,32,57,31209,34,35,64,35189,34,36,65,9.88257030428074,3.09104245335832,3.09104245335832,3.71357206670431,8.1164170727942,0.693147180559945,0.693147180559945,0.693147180559945,8.03560269291858,1.38629436111989,1.6094379124341,2.19722457733622,7.44716835960004,1.94591014905531,1.94591014905531,2.19722457733622,8.15334975799889,1.38629436111989,1.38629436111989,2.07944154167984,8.28928832300032,0,0.693147180559945,0.693147180559945,0,0,0,1,1,0,6
"17","Anjaana Anjaani",517608,13.1569734779999,91,4.51085950651685,2010-10-01,367,0,158300,77,71,125,179405,102,95,168,210146,124,120,214,241529,135,145,242,268200,147,158,260,307262,174,198,308,11.9722535629685,4.35670882668959,4.27666611901606,4.83628190695148,9.95731263923104,3.25809653802148,3.2188758248682,3.78418963391826,10.3333850767849,3.13549421592915,3.25809653802148,3.85014760171006,10.3540534878894,2.484906649788,3.25809653802148,3.36729582998647,10.1913696049906,2.56494935746154,2.63905732961526,2.94443897916644,10.5729310063968,3.3322045101752,3.71357206670431,3.89182029811063,0,0,0,1,0,0,8
"18","Another Year",111869,11.625083822854,6,1.79175946922805,2010-12-29,285,0,25040,13,15,27,30141,16,20,35,36431,29,28,51,41211,31,32,56,46626,33,37,61,51308,42,41,65,10.1282697605188,2.63905732961526,2.77258872223978,3.3322045101752,8.53738789870176,1.38629436111989,1.79175946922805,2.19722457733622,8.74687531957003,2.63905732961526,2.19722457733622,2.83321334405622,8.4724050086261,1.09861228866811,1.6094379124341,1.79175946922805,8.59711281459211,1.09861228866811,1.79175946922805,1.79175946922805,8.45169420918354,2.30258509299405,1.6094379124341,1.6094379124341,0,0,0,0,0,0,3
"19","A Prophet",163773,12.0062366016495,9,2.19722457733622,2010-02-26,292,0,47411,20,31,46,55369,24,34,50,64433,24,34,50,80777,27,37,53,102611,31,43,63,116307,33,46,66,10.7666306401994,3.04452243772342,3.46573590279973,3.85014760171006,8.98205864280585,1.6094379124341,1.38629436111989,1.6094379124341,9.11217612318895,0,0,0,9.70167731915831,1.38629436111989,1.38629436111989,1.38629436111989,9.99126946591966,1.6094379124341,1.94591014905531,2.39789527279837,9.52493210973482,1.09861228866811,1.38629436111989,1.38629436111989,0,0,0,1,0,0,5
"20","Babies",2160460,14.5858317199499,534,6.2803958389602,2010-05-07,173,0,8734,15,18,21,9392,15,18,21,10279,20,20,26,11336,20,20,26,12636,20,22,29,16056,20,22,29,9.07509322256816,2.77258872223978,2.94443897916644,3.09104245335832,6.49072353450251,0,0,0,6.78897174299217,1.79175946922805,1.09861228866811,1.79175946922805,6.96413561241824,0,0,0,7.1708884785125,0,1.09861228866811,1.38629436111989,8.13768818497761,0,0,0,0,0,0,1,0,0,6
"21","Band Baaja Baaraat",43820,10.6878456131495,32,3.46573590279973,2010-12-10,70,0,3260,2,4,5,7234,7,12,27,17162,15,22,42,28418,22,32,55,42922,33,48,78,58491,49,60,92,8.08978917578932,1.09861228866811,1.6094379124341,1.79175946922805,8.28778002708843,1.79175946922805,2.19722457733622,3.13549421592915,9.20321504703359,2.19722457733622,2.39789527279837,2.77258872223978,9.3287454363548,2.07944154167984,2.39789527279837,2.63905732961526,9.5822486965555,2.484906649788,2.83321334405622,3.17805383034795,9.65310126482804,2.83321334405622,2.56494935746154,2.70805020110221,0,0,0,1,0,0,6
"22","Behind the Burly Q",3958,8.28349412616251,1,0,2010-04-23,50,0,0,0,0,0,53,3,5,7,219,3,5,8,251,3,5,8,272,3,5,8,314,3,5,8,0,0,0,0,3.98898404656427,1.38629436111989,1.79175946922805,2.07944154167984,5.11799381241676,0,0,0.693147180559945,3.49650756146648,0,0,0,3.09104245335832,0,0,0,3.76120011569356,0,0,0,0,0,0,1,0,0,4
"23","Best Worst Movie",5503,8.61304867705976,1,0,2010-04-23,885,0,7825,2,2,2,8114,2,2,2,8430,2,2,2,8846,2,2,2,9751,2,2,2,10660,2,2,2,8.96520680277036,1.09861228866811,1.09861228866811,1.09861228866811,5.66988092298052,0,0,0,5.75890177387728,0,0,0,6.0330862217988,0,0,0,6.80903930604298,0,0,0,6.8134445995109,0,0,0,0,0,0,1,0,0,4
"24","Bitch Slap",12254,9.4136076932856,3,1.09861228866811,2010-01-08,534,0,81437,29,37,52,85180,33,39,60,92247,39,44,67,97639,40,45,68,112298,44,49,73,124432,43,54,79,11.307597273526,3.40119738166216,3.63758615972639,3.97029191355212,8.22790983759748,1.6094379124341,1.09861228866811,2.19722457733622,8.86333283343959,1.94591014905531,1.79175946922805,2.07944154167984,8.59285709533723,0.693147180559945,0.693147180559945,0.693147180559945,9.59287797544064,1.6094379124341,1.6094379124341,1.79175946922805,9.4038491181607,0,1.79175946922805,1.94591014905531,0,0,0,1,0,0,4
"25","Black Swan",1443809,14.1827953182181,18,2.89037175789616,2010-12-03,432,0,666397,74,137,297,700242,77,141,303,738871,76,143,305,785553,82,155,320,832756,84,162,333,902654,93,169,347,13.4096423686298,4.31748811353631,4.92725368515721,5.6970934865054,10.429576102968,1.38629436111989,1.6094379124341,1.94591014905531,10.5617844556603,0,1.09861228866811,1.09861228866811,10.7511353516876,1.94591014905531,2.56494935746154,2.77258872223978,10.7622339137456,1.09861228866811,2.07944154167984,2.63905732961526,11.1548066219679,2.30258509299405,2.07944154167984,2.70805020110221,0,0,0,1,0,0,5
"26","Blue Valentine",193728,12.1742103923814,4,1.38629436111989,2010-12-29,335,0,161020,41,44,75,173286,41,44,75,186867,41,44,75,199757,41,46,77,226012,45,50,81,302467,54,57,98,11.9892900702433,3.73766961828337,3.80666248977032,4.33073334028633,9.41466800903275,0,0,0,9.51650066567374,0,0,0,9.4642846724431,0,1.09861228866811,1.09861228866811,10.1756498133299,1.6094379124341,1.6094379124341,1.6094379124341,11.244470690946,2.30258509299405,2.07944154167984,2.89037175789616,0,0,0,0,0,0,3
"27","BoyBand",7591,8.93471861401677,1,0,2010-06-04,-7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7
"28","Bran Nue Dae",23527,10.0659039767804,16,2.77258872223978,2010-09-10,369,0,35583,35,42,67,36629,38,44,69,38362,39,45,70,40677,35,46,71,42611,41,48,73,44251,41,48,73,10.4796513776103,3.58351893845611,3.76120011569356,4.21950770517611,6.95368421087054,1.38629436111989,1.09861228866811,1.09861228866811,7.45818615734049,0.693147180559945,0.693147180559945,0.693147180559945,7.74759683869289,0,0.693147180559945,0.693147180559945,7.56786260546388,1.94591014905531,1.09861228866811,1.09861228866811,7.40306109109009,0,0,0,0,0,0,1,0,0,8
"29","Breath Made Visible",8425,9.03895875522056,3,1.09861228866811,2010-04-02,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,3,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.52178857704904,1.38629436111989,1.6094379124341,2.56494935746154,0,0,0,1,0,0,2
"30","Brooklyn%27s Finest",13350299,16.4070493395635,1936,7.56837926783652,2010-03-05,638,0,151403,45,52,69,161860,48,54,71,169986,48,54,71,179016,50,57,75,199185,59,67,114,228981,65,74,123,11.9277070397157,3.8286413964891,3.97029191355212,4.24849524204936,9.25512251474808,1.38629436111989,1.09861228866811,1.09861228866811,9.0029471307532,0,0,0,9.1084183822508,1.09861228866811,1.38629436111989,1.6094379124341,9.91195163094826,2.30258509299405,2.39789527279837,3.68887945411394,10.3021629962849,1.94591014905531,2.07944154167984,2.30258509299405,1,0,0,1,0,0,2
"31","Brotherhood",2341,7.75833346749091,1,0,2010-08-06,-150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7
"32","Buried",100268,11.5156018801736,11,2.39789527279837,2010-09-24,400,0,144834,36,49,80,158347,46,59,92,168233,52,69,105,184682,53,73,109,205118,64,84,123,227606,68,91,130,11.8833504424331,3.61091791264422,3.91202300542815,4.39444915467244,9.51148146411212,2.39789527279837,2.39789527279837,2.56494935746154,9.19897604189713,1.94591014905531,2.39789527279837,2.63905732961526,9.70808075619352,0.693147180559945,1.6094379124341,1.6094379124341,9.92510226250854,2.484906649788,2.484906649788,2.70805020110221,10.0207815797585,1.6094379124341,2.07944154167984,2.07944154167984,0,0,0,1,0,0,7
"33","Burlesque",11947744,16.2960530319085,3037,8.01862546504575,2010-11-24,424,0,466039,200,273,375,493278,207,284,388,523479,203,289,396,550315,222,296,410,591408,227,301,417,650046,236,318,453,13.0520267463339,5.30330490805908,5.61312810638807,5.92958914338989,10.2124417602634,2.07944154167984,2.484906649788,2.63905732961526,10.3156634263357,0,1.79175946922805,2.19722457733622,10.1975368113661,2.99573227355399,2.07944154167984,2.70805020110221,10.623617404426,1.79175946922805,1.79175946922805,2.07944154167984,10.9791552832091,2.30258509299405,2.89037175789616,3.61091791264422,1,0,0,0,0,0,5
"34","Cairo Time",66245,11.1011152693022,5,1.6094379124341,2010-08-06,316,0,18029,20,20,37,18372,20,20,37,19182,22,22,41,20300,23,24,43,21162,25,25,44,22457,25,25,44,9.79979231619736,3.04452243772342,3.04452243772342,3.63758615972639,5.8406416573734,0,0,0,6.69826805411541,1.09861228866811,1.09861228866811,1.6094379124341,7.02019070831193,0.693147180559945,1.09861228866811,1.09861228866811,6.76041469108343,1.09861228866811,0.693147180559945,0.693147180559945,7.16703787691222,0,0,0,0,0,0,1,1,0,7
"35","Carbon Nation",402,5.99645208861902,1,0,2010-05-07,-5,1,20,0,0,0,20,0,0,0,20,0,0,0,20,0,0,0,20,0,0,0,20,0,0,0,3.04452243772342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6
"36","Case 39",5350570,15.4927136552531,2211,7.70120018085745,2010-10-01,1357,0,401298,141,151,201,413000,138,153,203,433666,135,156,206,462381,145,163,216,500947,154,171,225,567018,161,180,236,12.9024620643506,4.95582705760126,5.02388052084628,5.30826769740121,9.36760049817477,0,1.09861228866811,1.09861228866811,9.93629350426131,0,1.38629436111989,1.38629436111989,10.2652097376964,2.39789527279837,2.07944154167984,2.39789527279837,10.5601522675187,2.30258509299405,2.19722457733622,2.30258509299405,11.0985003354906,2.07944154167984,2.30258509299405,2.484906649788,1,0,0,1,0,0,8
"37","Casino Jack and the United States of Money",28234,10.2482822044441,9,2.19722457733622,2010-05-07,229,0,5,0,0,0,792,1,1,1,2174,3,3,3,3313,3,3,3,4358,4,4,4,5357,7,7,14,1.79175946922805,0,0,0,6.66949808985788,0.693147180559945,0.693147180559945,0.693147180559945,7.23201033166476,1.09861228866811,1.09861228866811,1.09861228866811,7.03878354138854,0,0,0,6.95272864462487,0.693147180559945,0.693147180559945,0.693147180559945,6.90775527898214,1.38629436111989,1.38629436111989,2.39789527279837,0,0,0,1,0,0,6
"38","Casino Jack",34528,10.4495258680579,7,1.94591014905531,2010-12-17,57,0,45293,17,19,34,47857,17,19,34,55183,20,22,38,60830,24,26,42,80082,25,28,44,94452,26,31,49,10.7209298523677,2.89037175789616,2.99573227355399,3.55534806148941,7.84971375760487,0,0,0,8.89932143415996,1.38629436111989,1.38629436111989,1.6094379124341,8.63905677917308,1.6094379124341,1.6094379124341,1.6094379124341,9.86542217172934,0.693147180559945,1.09861228866811,1.09861228866811,9.57296756607425,0.693147180559945,1.38629436111989,1.79175946922805,0,0,0,1,0,0,4
"39","Catfish",257285,12.4579396988635,12,2.484906649788,2010-09-17,43,0,0,0,0,0,0,0,0,0,12162,5,5,6,18273,5,5,6,25568,13,15,29,46632,31,45,78,0,0,0,0,0,0,0,0,9.40615383561844,1.79175946922805,1.79175946922805,1.94591014905531,8.71800933084636,0,0,0,8.89508153175417,2.19722457733622,2.39789527279837,3.17805383034795,9.95536817441312,2.94443897916644,3.43398720448515,3.91202300542815,0,0,0,1,0,0,6
"40","Centurion",42826,10.6649006737662,12,2.484906649788,2010-08-27,526,0,223580,57,77,119,228514,60,83,125,235710,71,95,153,247788,72,101,160,271657,77,105,166,331753,78,111,173,12.3175290434863,4.06044301054642,4.35670882668959,4.78749174278205,8.50410795186758,1.38629436111989,1.94591014905531,1.94591014905531,8.8814195515078,2.484906649788,2.56494935746154,3.36729582998647,9.39922368660528,0.693147180559945,1.94591014905531,2.07944154167984,10.0803777193329,1.79175946922805,1.6094379124341,1.94591014905531,11.0037152024721,0.693147180559945,1.94591014905531,2.07944154167984,0,0,0,1,1,0,3
"41","Chain Letter",138788,11.840702867986,406,6.00635315960173,2010-10-01,151,0,12547,14,18,33,14937,14,18,33,17233,14,18,33,18387,14,19,35,22113,16,20,36,27070,16,21,37,9.43731656931057,2.70805020110221,2.94443897916644,3.52636052461616,7.77946696745832,0,0,0,7.7393592026891,0,0,0,7.05185562295589,0,0.693147180559945,1.09861228866811,8.22335889947926,1.09861228866811,0.693147180559945,0.693147180559945,8.50875771259514,0,0.693147180559945,0.693147180559945,0,0,0,1,0,0,8
"42","Chance Pe Dance",117917,11.6777362661226,68,4.21950770517611,2010-01-15,112,0,30128,29,26,46,34371,28,28,49,41862,37,36,61,48850,43,39,66,58448,51,46,77,69891,68,59,104,10.3132434420614,3.40119738166216,3.29583686600433,3.85014760171006,8.35326149973387,0,1.09861228866811,1.38629436111989,8.92159106356398,2.30258509299405,2.19722457733622,2.56494935746154,8.85209276347713,1.94591014905531,1.38629436111989,1.79175946922805,9.16941420536354,2.19722457733622,2.07944154167984,2.484906649788,9.34522085417,2.89037175789616,2.63905732961526,3.3322045101752,0,0,0,1,0,0,4
"43","Charlie St. Cloud",12381585,16.3317208461049,2718,7.90765159471109,2010-07-30,334,0,188129,39,49,79,218935,44,54,84,232026,48,57,89,245793,50,63,95,269128,66,78,112,323284,77,92,126,12.1448884922052,3.68887945411394,3.91202300542815,4.38202663467388,10.3354972158664,1.79175946922805,1.79175946922805,1.79175946922805,9.47975663562107,1.6094379124341,1.38629436111989,1.79175946922805,9.53010233789137,1.09861228866811,1.94591014905531,1.94591014905531,10.0577525115476,2.83321334405622,2.77258872223978,2.89037175789616,10.8996425146192,2.484906649788,2.70805020110221,2.70805020110221,1,0,0,1,1,0,7
"44","Children of Invention",4874,8.49167023418515,2,0.693147180559945,2010-03-12,58,0,20,0,0,0,286,1,1,24,605,2,2,25,757,2,2,25,898,2,2,25,1134,3,3,26,3.04452243772342,0,0,0,5.58724865840025,0.693147180559945,0.693147180559945,3.2188758248682,5.76832099579377,0.693147180559945,0.693147180559945,0.693147180559945,5.03043792139244,0,0,0,4.95582705760126,0,0,0,5.46806014113513,0.693147180559945,0.693147180559945,0.693147180559945,0,0,0,1,0,0,5
"45","Clash of the Titans",61235105,17.9302311941417,3777,8.23668532271246,2010-04-02,356,0,1360886,142,166,232,1445696,149,179,250,1548818,157,197,280,1695610,174,216,303,1871039,190,234,323,2073627,227,289,388,14.1236472510008,4.96284463025991,5.11799381241676,5.4510384535657,11.3481805303486,2.07944154167984,2.63905732961526,2.94443897916644,11.5436777295095,2.19722457733622,2.94443897916644,3.43398720448515,11.8967787101019,2.89037175789616,2.99573227355399,3.17805383034795,12.0749953819232,2.83321334405622,2.94443897916644,3.04452243772342,12.218934575147,3.63758615972639,4.02535169073515,4.18965474202643,1,0,1,1,0,0,2
"46","Client 9 The Rise and Fall of Eliot Spitzer",16962,9.73873082692165,3,1.09861228866811,2010-11-05,51,0,0,0,0,0,47,3,3,10,244,5,5,13,690,7,7,15,1019,8,8,17,1331,9,9,19,0,0,0,0,3.87120101090789,1.38629436111989,1.38629436111989,2.39789527279837,5.28826703069454,1.09861228866811,1.09861228866811,1.38629436111989,6.10255859461357,1.09861228866811,1.09861228866811,1.09861228866811,5.79909265446053,0.693147180559945,0.693147180559945,1.09861228866811,5.74620319054015,0.693147180559945,0.693147180559945,1.09861228866811,0,0,0,1,0,0,9
"47","Come Undone",2030,7.61579107203583,1,0,2010-12-03,-242,1,77,0,0,0,94,0,0,0,109,0,0,0,127,0,0,0,140,0,0,0,158,0,0,0,4.35670882668959,0,0,0,2.89037175789616,0,0,0,2.77258872223978,0,0,0,2.94443897916644,0,0,0,2.63905732961526,0,0,0,2.94443897916644,0,0,0,0,0,0,1,0,0,5
"48","Conviction",102351,11.5361633614374,11,2.39789527279837,2010-10-15,579,0,106527,68,70,96,113844,67,72,98,121032,67,72,98,130945,72,77,108,140054,76,80,111,150319,80,86,117,11.5761631403748,4.23410650459726,4.26267987704132,4.57471097850338,8.89809234557915,0,1.09861228866811,1.09861228866811,8.88030735898387,0,0,0,9.20170317858052,1.79175946922805,1.79175946922805,2.39789527279837,9.117127990254,1.6094379124341,1.38629436111989,1.38629436111989,9.23659274312025,1.6094379124341,1.94591014905531,1.94591014905531,0,0,0,1,0,0,5
"49","Cool It",26847,10.197909361851,41,3.71357206670431,2010-11-12,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,1,0,0,4
"50","Cop Out",18211126,16.7175432839492,3150,8.05515773181968,2010-02-26,275,0,400098,61,84,105,422334,62,91,112,443770,66,96,118,461294,67,98,120,489310,77,107,130,526798,86,123,147,12.899467295467,4.12713438504509,4.44265125649032,4.66343909411207,10.0095128471794,0.693147180559945,2.07944154167984,2.07944154167984,9.97287368002114,1.6094379124341,1.79175946922805,1.94591014905531,9.77138371190279,0.693147180559945,1.09861228866811,1.09861228866811,10.2405667477778,2.39789527279837,2.30258509299405,2.39789527279837,10.5318028355945,2.30258509299405,2.83321334405622,2.89037175789616,1,0,0,1,0,0,5
"51","Countdown to Zero",41307,10.6287872561125,3,1.09861228866811,2010-07-23,94,0,3838,12,14,36,9538,19,23,45,10019,19,23,45,10409,19,23,45,10845,19,24,46,11258,19,24,46,8.2529671950008,2.56494935746154,2.70805020110221,3.61091791264422,8.64839687703158,2.07944154167984,2.30258509299405,2.30258509299405,6.1779441140506,0,0,0,5.96870755998537,0,0,0,6.07993319509559,0,0.693147180559945,0.693147180559945,6.02586597382531,0,0,0,0,0,0,1,1,0,4
"52","Country Strong",30452,10.3239069524261,2,0.693147180559945,2010-12-22,224,0,64883,27,29,38,74145,28,31,40,98593,31,35,45,122664,35,38,48,142002,36,39,49,154013,38,41,52,11.08035633917,3.3322045101752,3.40119738166216,3.66356164612965,9.13378324925403,0.693147180559945,1.09861228866811,1.09861228866811,10.1043445942711,1.38629436111989,1.6094379124341,1.79175946922805,10.0888046183099,1.6094379124341,1.38629436111989,1.38629436111989,9.8698790613623,0.693147180559945,0.693147180559945,0.693147180559945,9.39366142910322,1.09861228866811,1.09861228866811,1.38629436111989,0,0,0,0,0,1,4
